text,hashtags,date,user,users number of followers,location
"Today in The Spin, the Chicago Tribune's politics newsletter: – Sex abuse lawsuit filed against Chicago’s former top cop – Illinois sees COVID-19 surge, like the rest of the U.S. – Trump's and Biden’s dueling town halls raise ethics questions  https://t.co/PV1Cb4vilY
",[],2020-10-16 00:07:52,chicagotribune,1124663,"Chicago, IL"
"@lucasllach @PabloRichly It stills much less than other latam countries, especially taken into account that Brazil almost did not count cases/death in favelas.  Ex-post you are rights. Costs were huge and benefits were modest. But we didn't know it in March. Even true mortality of Covid was not known...
",[],2020-10-16 00:07:52,mironov_fm,17011,mmironov.livejournal.com
"RT .@SavannahGutherie .@NBCNews CDC Study Shows Masks Don’t Prevent Getting COVID-19 https://t.co/Xow7c5s525 @XLCountry1007
",[],2020-10-16 00:07:52,svagdis,6351,
"My whole office is out sick, and I just found out the first Covid test came back positive. I’m the only one working remotely from home so I’m lucky, but now I’m worried about all my coworkers.
",[],2020-10-16 00:07:52,rangegrrl,230,
"@realDonaldTrump Today there were over 65,000 new covid-19 cases. Over 800 American's have died, just today. See, Trump doesn't care how many of you have to die. He has NO plan to battle the virus &amp; just wants you to sacrifice you &amp; your loved ones so he can make money in the stock market. VOTE!
",[],2020-10-16 00:07:52,dac102362,253,
"Trump says he doesn’t know if he had a COVID test the day of the debate.. that means he either didn’t or he did and he tested positive.
",[],2020-10-16 00:07:52,daviddoel,54716,"Toronto, Canada"
"The question is “what are YOUR specific policies for climate change/saving the environment and what you’re going to do that is different?”  He’s ranting about Trump mishandling COVID. We know that. What are YOU gonna do? #BidenTownHall
",[],2020-10-16 00:07:52,MajorPhilebrity,31859,"New York, NY"
"@RepMcClintock Where’s your mask COVID-19 spreader?
",[],2020-10-16 00:07:52,arlo120,912,"California, USA"
"Trump, again, claims that 85% of people who wear masks get Covid, which is obviously insane and incorrect. The moderator tries to correct him and he bulldozes her
",[],2020-10-16 00:07:53,LOTHComic,319,"Boston, MA"
"@LoNeGoOsE75 My oldest still hasn't gotten a cut since before covid. https://t.co/UolFiIqv0f
",[],2020-10-16 00:07:53,StephLuvsSports,900,Stars at night big and bright
"#Denton County #Judge #Andy Eads tests positive for COVID-19 - Oct 15 @ 8:06 PM ET https://t.co/Ab4OFHX6Xz
","['Denton', 'Judge', 'Andy']",2020-10-16 00:07:53,PulpNews,5000,USA
"@EricTrump @nbc @realDonaldTrump 222,689 deaths 8,214,546 covid cases, 1000 Americans dying every day from the Trump virus, 'it is what it is' Trump has covid is fake news so that he doesn't have to debate Biden again and talk about his non payment of tax and his fake ballot boxes.
",[],2020-10-16 00:07:53,jordangareth04,4,
"And how about #NewZealand people?
",['NewZealand'],2020-10-16 00:07:53,Harpree48541023,0,
"How long is the COVID questioning going to go on? Is this an interview or townhall?
",[],2020-10-16 00:07:53,hemultiplyus,146,
"Covid is taking a toll on Russia's demographics, which was already bleak before the pandemic. In 2020, Russia's population is projected to decrease by 352 500. In 2019, the decrease was 32100. This is due to higher mortality and lower migration rates.  https://t.co/bogfVVrsMu
",[],2020-10-16 00:07:53,ArtyomLukin,3838,"Vladivostok, Russian Far East"
"This👇
",[],2020-10-16 00:07:54,Undeadbowler34,664,Arizona 
"At 12 years old, the boy was seven years younger than the next youngest confirmed victim of COVID-19 in Cook County. A 19-year-old man from south suburban Riverdale died April 10 from respiratory failure and a COVID-19 infection, the medical examiner's office said.
",[],2020-10-16 00:07:53,EvidencePlzz,137,United Kingdom
"This Trump event was supposed to be a town hall. We're 7 minutes in and the MSNBC host has just been grilling Trump about his COVID-19 symptoms and whether or not he lied.
",[],2020-10-16 00:07:54,CalebJHull,151381,Probably on a plane
"#JoeBidenTownHall  #RidinWithBidenHarris  #BidenWarriors so George is being an a**hole and Trump enabler--like Trump is the one who should be questioned harshly on Covid @GStephanopoulos  George keep that small man mind to yourself @ABC
","['JoeBidenTownHall', 'RidinWithBidenHarris', 'BidenWarriors']",2020-10-16 00:07:54,americanempire,142,
"Trump says 85% of people who wear masks get Covid.   JFC.
",[],2020-10-16 00:07:54,jonathancristol,2973,"New York, NY"
"Name: Rashelle Mae servilla Grade:11 Leviticus As a student I would like to inform you in this pandemic we experience a lot of sadness because many are infected with could a caution is needed daily.covid kill many people's who died from this covid so we need to
",[],2020-10-16 00:07:55,RashServilla,0,
"When they go low, we go HIGH #EndSARS
",['EndSARS'],2020-10-16 00:07:55,jaacoral,3274,"Abuja, Nigeria"
"@kaitlancollins he knows he went to that debate infect with  covid and he doesn’t want the world to know how he put everybody at risk including Vice President Biden!
",[],2020-10-16 00:07:56,doseofeelings,18474,turn on post notification
"President Trump, who has assailed former Vice President Biden’s cognitive decline, says he can’t remember whether he took a Covid test ahead of the first presidential debate.
",[],2020-10-16 00:07:57,adamwren,21137,"Indianapolis, Indiana"
"Joe is knocking this out of the park. Biden knows the stats on this administration's failed COVID response better than Trump does.  #BidenTownHall #BidenCoalition
",[],2020-10-16 00:07:57,Ivy_Device,1252,Sheltering in place
"@JesseBWatters I wish she would ask him about his plans for his 2nd term! We already know this stuff about covid!!
",[],2020-10-16 00:07:57,caitie1877,10154,
"She is non stop!  Can we get to something else?
",[],2020-10-16 00:07:57,Brooklyn__Girl,3136,"Brooklyn, New York"
"""85% of the people who wear face masks STILL catch COVID"" - @realDonaldTrump
",[],2020-10-16 00:07:57,mrsnyamajor,15811,"Baltimore, MD born and raised"
"So @BenSasse believes Trump flirts with white supremacy, mocks evangelicals, kisses dictators’ butts &amp;  doesn’t handle covid  properly yet it still willing to push through Amy Coney Barrett 🤔 or has he said he will not confirm her?   https://t.co/5sx6QVvOdD
",[],2020-10-16 00:07:57,PollyTix2020,4201,"Quintana Roo, México"
"Opinion | We just got a disappointing preview of how Trump's legacy is going to be sanitized. By @EoinHiggins_ https://t.co/EGddhzVtrJ
",[],2020-10-16 00:07:57,businessinsider,3115803,"New York, NY"
"Trump on whether he was tested for Covid on the day of the debate: ""Possibly I did, possibly I didnt""
",[],2020-10-16 00:07:57,ABC7MichelleM,6936,"Washington, DC-ATL-NC"
"He can’t even answer directly if he took a covid test the day of the debate. He “can’t remember”🤨
",[],2020-10-16 00:07:57,buckler007,582,"Where the Sidewalk Ends, USA."
"Boris Johnson's inaction has forced me to ban travel to Wales from England's Covid hotspots https://t.co/0IyH1wyJ1a
",[],2020-10-16 00:07:58,acubaninlondon,1518,London
"Savannah with constant covid mask gotcha questions. Sick of this shit.
",[],2020-10-16 00:07:58,mbt_Keebs,684,
"NO.10'S NIGHTMAYOR: Andy Burnham certainly seemed to've had at least three shredded wheat earlier - accusing the gov't of using Northerners as 'sacrificial lambs' in battling Covid 'on the cheap', while London goes into tier two too. Friday's @MetroUKNews. https://t.co/yIbkSTcG5Z https://t.co/dMhuNB16Or
",[],2020-10-16 00:07:58,aidanrad,3212,"Finchley Central, two and sixpence..."
"@SavannahGuthrie YO LADY! How about instead of scolding Trump over COVID, you let the audience ask policy questions you biased bimbo
",[],2020-10-16 00:07:58,americanandrew_,60,
"Too bad they don't work and are causing bacterial infections to go up. The data is in. . .mask wearing can be harmful to your health. I post about it all the time. Facts, not medical advice from politicians.
",[],2020-10-16 00:07:58,terriblewis1,1548,
"@realDonaldTrump Trump will kill you by spreading COVID.   If you’re dead, Trump’s Plan is that he doesn’t have to give you Social Security, healthcare, homes, or jobs.   #TrumpCrimeFamily  #TrumpLiesPeopleDie  #TrumpDeathCult  #TrumpIsAFraud  #GOPComplicit  #VoteBlueToSaveAmerica  #VoteBiden https://t.co/1UueKj3qmU
",[],2020-10-16 00:07:58,NadineColbert,1440,USA
"Possibly monkeys will fly out of his butt and start singing “Disco Lady” but...
",[],2020-10-16 00:07:59,adamselzer,2180,"Chicago, IL"
"We just learned today that Chris Christie spent a week in the ICU with COVID. Remember when I asked if everyone had accounted for all of their ventilators and if any were attached to Bill Barr? Well....
",[],2020-10-16 00:07:59,FourthEstate911,1253,
"San Diego federal judge again denies Chula Vista church's request to challenge California's COVID-19-related restrictions on indoor worship services https://t.co/do5NI3P2Cr
",[],2020-10-16 00:08:00,10News,177392,"San Diego, CA"
"Chris Christie says he was in ICU for 7 days battling Covid-19, urges Americans to wear masks https://t.co/InxNEMfH0k via @nbcnews
",[],2020-10-16 00:08:00,DennisKendel,4652,Saskatoon
"Trump: 85 percent of people who use masks get COVID. Sure...
",[],2020-10-16 00:08:00,fredericl,25381,"Portland, OR"
"that thing you thought was bad, was worse, every time
",[],2020-10-16 00:08:01,whet,11604,"Chicago, IL"
"The feeling of being alone is really getting to me. I wish I could get out more but ya know. Covid.
",[],2020-10-16 00:08:01,TeddyBubz,8,
"My point exactly, same way we were mindful of the gathering at Edo and Ondo elections, Independence day gathering as well. Corona is real protesters!
",[],2020-10-16 00:08:01,Abknyt,5742,Nigeria
"Webinar | COVID-19 Risk in Child Care Workforce https://t.co/GVvdRY9KjA
",[],2020-10-16 00:08:01,tracimchildress,1320,"Philadelphia, PA"
"CNN: “VP nominee Kamala Harris has halted travel after two people in her orbit tested positive for Covid-19, the Biden campaign says.”
",[],2020-10-16 00:08:01,KelseyReports,521,"Eugene, OR"
"Trump is again blaming the Gold Star families for him getting COVID. He says that they hugged him and he let them. Unreal.
",[],2020-10-16 00:08:01,CahnEmily,25684,"Jersey City, NJ"
"Stop obsessing over COVID and implying Trump is responsible for it @SavannahGuthrie  @NBCNews as usual towards the President @realDonaldTrump #TrumpTownHall
",[],2020-10-16 00:08:01,EvaLB5,13373,United States
"This is already shit the covid on trumpets go ask some damn questions? #TrumpTownHall
",['TrumpTownHall'],2020-10-16 00:08:02,johnstark57,17,"Lewiston, ME  "
"Trump said on the Town Hall that recent studies showed most people who caught Covid wore masks.  I love this guy!
",[],2020-10-16 00:08:02,LegendaryEnergy,108761,United States
"JUST IN: NSW has recorded just one new locally acquired case of COVID-19 overnight. #9News https://t.co/Crbs32y8sm
",['9News'],2020-10-16 00:08:02,9NewsSyd,126304,"Sydney, Australia"
"Bro Covid really got my ass standing in line trying to smell seasonal candles through a fucking face mask
",[],2020-10-16 00:08:02,fckmybranhrts1,0,Aströwörld
"Riverside County updates COVID metrics Monday through Friday. The Thursday numbers are in.  So far for the week, we're at a total of 13 deaths with one day to go. We are currently on-track for the lowest death count of *any* week since the week beginning March 29.
",[],2020-10-16 00:06:44,hithahspam,419,"Riverside, CA"
"got an email from the university that someone in my in-person class is positive for covid despite us deciding on day 1 that class would only be held online instead...good luck to them
",[],2020-10-16 00:08:02,keyboard_hearts,383,ig/tiktok: strawberrymilktease
"Across the province there are 2,738 active COVID-19 cases, including 191 here in the South Zone.  Lethbridge has 126 cases, which puts us on the AHS Watch List.  Lethbridge County has 43 cases, and is on the province's watch list.
",[],2020-10-16 00:08:02,BridgeCityNews,625,"Lethbridge, Alberta"
"Just abysmal....  'Get the kids back to school': Trump uses son's COVID-19 diagnosis to push for reopening https://t.co/3qY38oCHBw
",[],2020-10-16 00:08:03,GaleTStrong,10163,In the mountains
"NBC host is fixated on masks.  President Trump schooled her on that masks don't prevent Covid-19 infection.
",[],2020-10-16 00:08:03,MatthewJshow,38931,"Philadelphia, PA"
"Ban kor Banner ni we go come out and nothing wey una go fit do to us God go punish everybody  wey dey opppress us #EndSARS
",[],2020-10-16 00:08:03,TheYorubaseeker,4606,Nigeria to the world
"Same time that Trump is downplaying the danger of COVID-19, Joni Ernst is stating that systemic racism does not exist.  Our leaders are failing this state and this country.
",[],2020-10-16 00:08:03,murph_burke,550,"Des Moines, IA"
"The mask box/bag states ""Does not prevent against Covid-19"" Just insane
",[],2020-10-16 00:08:03,Marie55159709,109,AZ
"Trump just said 85% of the people who wear masks get COVID. Not so. But CDC did report that 85% of the people they studied who got the virus reported wearing masks always or often.
",[],2020-10-16 00:08:03,MZHemingway,615639,Justice on Trial: The Kavanaugh Confirmation and the Future of the Supreme Court
"St. Henry, Notre Dame volleyball programs in quarantine ahead of postseason https://t.co/fb3x0CGiin
",[],2020-10-16 00:08:03,Enquirer,146762,Ohio and Kentucky
"Could large crowds at polling places lead to COVID cases? https://t.co/GnMjrkvx7Y
",[],2020-10-16 00:08:03,FOX13Memphis,142847,"Memphis, TN"
"About the ""85% of people who wear masks get covid"" Trump claims: guess what it is wrong https://t.co/jJAfgiS7dK
",[],2020-10-16 00:08:03,pbump,142078,New York
"And @realDonaldTrump comes after Jeopardy on my TV (hosted by a Canadian, btw.) ""I'll take Why I'm Bigger than COVID for $200, Alex.""
",[],2020-10-16 00:08:03,SusanDelacourt,95413,"Ottawa, ON, Canada"
"Cost of COVID: Crawford County seniors struggle to stay connected during pandemic https://t.co/knBHvvGz8c
",[],2020-10-16 00:08:04,13wmaznews,70265,"Macon, GA"
"So now having Guillain-Barre Syndrome is being blamed on the #ChineseVirus. The PCR tests give false positive results 90% of the time, but sure, let's blame the #ChineseVirus for this.  https://t.co/qCyk3pNh0v
",['ChineseVirus'],2020-10-16 00:08:04,j_keitel,1074,
